pergunta,resposta
Pergunta: Quais são os objetivos do Programa de Educação Tutorial (PET) conforme descrito na legislação mencionada?,"
Resposta: Os objetivos do PET são desenvolver atividades acadêmicas de qualidade, estimular a formação dos alunos de graduação e dos profissionais docentes, promover novas estratégias para o ensino superior, contribuir para a modernização da educação e atuar em áreas prioritárias das políticas públicas."
Pergunta: Qual decisão foi tomada pelo Conselho da Universidade Federal do Amazonas em relação ao Programa Especial de Treinamento (PET) e qual argumento foi utilizado para justificar essa decisão?,"
Resposta: O Conselho da Universidade Federal do Amazonas decidiu extinguir o Programa Especial de Treinamento (PET) considerando o custo financeiro do programa e os resultados insatisfatórios obtidos pelos alunos. A decisão foi baseada na necessidade de realocar recursos para outros programas e oportunizar novos quadros profissionais."
"Pergunta: Qual é a finalidade da lei mencionada no conteúdo fornecido sobre benefício de pagamento para estudantes idosos, pessoas com deficiência e jovens comprovadamente carentes em espetáculos esportivos?","
Resposta: A finalidade da lei é assegurar o acesso de estudantes, idosos, pessoas com deficiência e jovens de baixa renda a salas de cinema, teatros, eventos esportivos e educativos promovidos por entidades públicas ou privadas mediante o pagamento da metade do valor do ingresso."
Pergunta: Qual a proibição estabelecida pela legislação da Universidade Federal do Amazonas em relação ao trote acadêmico?,"
Resposta: A legislação da Universidade Federal do Amazonas proíbe qualquer tipo de trote acadêmico que atente contra a integridade física, moral ou represente risco à vida dos ingressantes, sendo uma conduta que vai de encontro aos princípios e valores da instituição."
Pergunta: O que a resolução da Câmara de Ensino de Graduação da Universidade Federal do Amazonas proíbe em relação à inclusão de disciplinas para alunos graduados oficialmente matriculados?,"
Resposta: A resolução proíbe a inclusão de disciplinas em turmas por alunos graduados oficialmente matriculados, tornando nulo qualquer trabalho acadêmico realizado fora dos procedimentos de matrícula estabelecidos. Também estabelece que, em caso de erro institucional comprovado pelo aluno, o recurso se restringe à frequência, enquanto a confirmação da matrícula deve ser garantida e exercícios escolares podem ser realizados em segunda chamada antes da data da matrícula."
"Pergunta: O que a Lei nº X, de novembro, proíbe em relação à ocupação de vagas em instituições públicas de ensino superior?","
Resposta: A Lei proíbe que a mesma pessoa ocupe simultaneamente duas vagas de estudante em curso de graduação, seja em cursos diferentes na mesma instituição ou em instituições distintas, estabelecendo prazos para optar por uma das vagas e determinando o cancelamento da matrícula em caso de duplicidade."
Qual é o objetivo do programa de mobilidade estudantil intercampi da Universidade Federal do Amazonas? ,"
O programa tem como objetivo proporcionar a mobilidade de estudantes de graduação entre instituições de ensino superior, exceto as federais, visando beneficiar diferentes categorias de alunos e promover a vivência em novas metodologias de ensino."
Qual é o objetivo das atividades complementares previstas na legislação da Universidade Federal do Amazonas?,"As atividades complementares têm como finalidade enriquecer a formação acadêmica dos estudantes, proporcionando experiências práticas e interdisciplinares que contribuem para o desenvolvimento pessoal e profissional, além de complementar o conteúdo aprendido em sala de aula."
"Pergunta: Quais são as atribuições do Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas?","
Resposta: O Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas possui atribuições relacionadas à regulamentação dos cursos de graduação, processos de reconhecimento e renovação, além de estabelecer normas para os deveres discentes e docentes da instituição."
Pergunta: Qual é a principal finalidade da resolução mencionada no texto sobre o trancamento de matrícula na Universidade Federal do Amazonas?,"
Resposta: A resolução tem como objetivo estabelecer as diretrizes e limitações para o trancamento de matrícula, tanto total quanto por disciplina, durante a realização do curso de graduação na Universidade Federal do Amazonas."
Pergunta: Qual é o objetivo da chamada pública nº XX/XXXX da Universidade Federal do Amazonas?,"
Resposta: O objetivo da chamada pública é viabilizar o credenciamento de entidades públicas e privadas para oferecer campos de estágio obrigatório aos estudantes dos cursos de graduação da instituição, conforme estabelecido na legislação vigente."
Pergunta: Quais são os requisitos para uma pessoa se voluntariar para o Programa de Trabalho Voluntário (TV) na Universidade Federal do Amazonas?,"
Resposta: Os requisitos incluem ser pessoa física estrangeira maior e capaz, apresentar plano de trabalho aprovado, assinar termo de adesão conforme modelo anexo à resolução, ter disponibilidade declarada por escrito e não gerar vínculo trabalhista ou previdenciário."
Qual é a finalidade da Universidade Federal do Amazonas de acordo com o conteúdo fornecido?,"A finalidade da Universidade Federal do Amazonas é cultivar o saber em todos os campos do conhecimento, estimular a criação cultural, formar diplomados aptos para atuar profissionalmente, promover a pesquisa científica, desenvolver tecnologia e difundir a cultura, visando ao desenvolvimento humano e à integração na sociedade."
Pergunta: Qual o objetivo da resolução mencionada no conteúdo fornecido sobre a Universidade Federal do Amazonas?,"
Resposta: O objetivo da resolução é padronizar os mecanismos de mensuração dos tempos dos cursos de graduação na Universidade Federal do Amazonas, estabelecendo tempos mínimos para a duração dos cursos conforme orientações contidas na resolução."
Pergunta: Qual é o prazo máximo para que o professor de uma disciplina emita um parecer sobre um pedido de revisão de nota feito por um discente?,"
Resposta: O prazo máximo para que o professor de uma disciplina emita um parecer sobre um pedido de revisão de nota feito por um discente é de cinco dias a partir da data do recebimento do processo."
Pergunta: Qual é o órgão responsável por fiscalizar e regulamentar a legislação na Universidade Federal do Amazonas?,"
Resposta: O órgão responsável por fiscalizar e regulamentar a legislação na Universidade Federal do Amazonas é a Procuradoria Jurídica, que atua para garantir o cumprimento das leis, normas internas e diretrizes da instituição, assegurando a legalidade e a regularidade de todos os processos e atividades no ambiente acadêmico."
Pergunta: Qual é o objetivo principal do programa descrito na resolução mencionada?,"
Resposta: O programa tem como objetivo iniciar e estimular a participação ativa de alunos de graduação da Universidade Federal do Amazonas em diversas atividades docentes de nível superior, visando apoiar e incentivar a docência no ensino superior."
Qual é o objetivo da carta de serviços ao usuário da Universidade Federal do Amazonas?,"
A carta de serviços ao usuário da Universidade Federal do Amazonas tem como objetivo informar os usuários sobre os serviços prestados pela instituição, suas formas de acesso e compromisso com a qualidade no atendimento público."
"Pergunta: Quais são os princípios fundamentais da formação inicial e continuada dos profissionais do magistério, conforme as diretrizes curriculares nacionais?","
Resposta: Os princípios fundamentais da formação inicial e continuada dos profissionais do magistério incluem a valorização profissional, a gestão democrática, o compromisso social, a interdisciplinaridade, a ética, a promoção da diversidade, a inovação e o diálogo constante com diferentes visões de mundo."
Pergunta: Qual decisão foi tomada pelo Conselho da Universidade Federal do Amazonas em relação ao Programa Especial de Treinamento (PET)?,"
Resposta: O Conselho da Universidade Federal do Amazonas decidiu extinguir o Programa Especial de Treinamento (PET) considerando seu custo financeiro e os resultados dos alunos, apesar da proposta de apoio ao programa ter sido aprovada por unanimidade."
Qual é o prazo estabelecido para os discentes solicitarem a revisão dos exercícios escolares e provas finais de acordo com a resolução mencionada? ,"
Os discentes têm o prazo comum de seis dias úteis após a divulgação das notas para solicitar a revisão dos exercícios escolares e provas finais, conforme estabelecido na resolução."
Pergunta: Qual a principal proibição estabelecida pela resolução da Câmara de Ensino de Graduação da Universidade Federal do Amazonas?,"
Resposta: A principal proibição estabelecida pela resolução da Câmara de Ensino de Graduação da Universidade Federal do Amazonas é a inclusão de disciplinas em turmas de alunos graduados oficialmente matriculados, sendo nulo qualquer trabalho acadêmico ou exército escolar realizado desrespeitando os procedimentos e formas de matrícula."
Qual é a finalidade das atividades complementares na Universidade Federal do Amazonas e como elas são regulamentadas?,"As atividades complementares têm o objetivo de enriquecer a formação acadêmica dos estudantes, sendo regulamentadas pela Resolução que estabelece normas para cursos de graduação na universidade, definindo modalidades e critérios para sua realização. Elas devem ser avaliadas por uma comissão específica e coordenadas pelos professores do curso."
Pergunta: Qual é o órgão responsável por aprovar a média final dos discentes na Universidade Federal do Amazonas?,"
Resposta: O órgão responsável por aprovar a média final dos discentes na Universidade Federal do Amazonas é o Conselho de Ensino, Pesquisa e Extensão. De acordo com as resoluções vigentes, a média final para aprovação deve ser superior a 5,0."
Pergunta: Qual é o prazo estabelecido para o resgate de documentos pessoais e cópias de atestados pelos titulares na Universidade Federal do Amazonas?,"
Resposta: O prazo estabelecido para o resgate de documentos pessoais e cópias de atestados pelos titulares na Universidade Federal do Amazonas é de três meses a partir da data de conclusão do processo, sendo que os documentos particulares não resgatados dentro desse prazo serão disponibilizados para reciclagem."
Qual é a legislação que define o calendário acadêmico da graduação na Universidade Federal do Amazonas? ,"
A legislação que define o calendário acadêmico da graduação na UFAM é a Resolução Nº X, que estabelece os dias letivos do ano letivo, divididos entre primeiro e segundo semestre, as datas de início e término das aulas, exames finais e outras atividades acadêmicas. Esse calendário pode ser alterado por meio de novas resoluções ou portarias em decorrência de situações excepcionais, como a pandemia."
Pergunta: Qual é o prazo máximo para que um discente possa recorrer da nota atribuída em uma prova final de acordo com as normas estabelecidas pela Universidade Federal do Amazonas?,"
Resposta: O prazo máximo para que um discente possa recorrer da nota atribuída em uma prova final é de dez dias, a partir da divulgação dos resultados. Esse recurso deve ser protocolado no curso correspondente e seguir os procedimentos estabelecidos pelas normas internas da universidade."
Pergunta: Quais são os principais serviços oferecidos pelo Departamento de Registro Acadêmico da Universidade Federal do Amazonas?,"
Resposta: O Departamento de Registro Acadêmico é responsável por gerenciar atividades relacionadas ao ingresso, saída e diplomação dos alunos, prestando serviços como coordenação de orientação acadêmica, matrícula, registro e controle acadêmico, além do registro de diplomas."
Pergunta: Qual a importância da Resolução nº X do Conselho Universitário da Universidade Federal do Amazonas?,"
Resposta: A Resolução nº X do Conselho Universitário da Universidade Federal do Amazonas aprova o programa de educação a distância no âmbito da instituição, considerando os trâmites legais e as deliberações ocorridas em reunião ordinária, garantindo a oferta de ensino remoto de qualidade."
Pergunta: O que estabelece a Resolução mencionada em relação às atividades complementares na Universidade Federal do Amazonas?,"
Resposta: A Resolução regulamenta as atividades complementares para os cursos de graduação da universidade, especificando modalidades como participação em eventos acadêmicos, realização de estágios e produção científica. As atividades devem ser avaliadas por uma comissão do curso e registradas no histórico do aluno."
Pergunta: Qual é o órgão responsável por analisar e emitir parecer sobre o credenciamento de cursos de ensino superior e médio conforme a legislação da Universidade Federal do Amazonas?,"
Resposta: Conforme a legislação mencionada, o órgão responsável por analisar e emitir parecer sobre o credenciamento de cursos de ensino superior e médio é a Secretaria de Ensino Superior e a Secretaria Média respectivamente, podendo ser encaminhado para avaliação ao Ministro do Estado do Desporto."
Qual é a finalidade da Universidade Federal do Amazonas de acordo com seu estatuto? ,"
A finalidade da Universidade Federal do Amazonas, conforme seu estatuto, é cultivar o saber em todos os campos do conhecimento, estimular a criação cultural, formar profissionais aptos para diversos setores e colaborar para o desenvolvimento da sociedade, entre outras ações que promovam o ensino, pesquisa e extensão."
"Pergunta: Qual é a instância da Universidade Federal do Amazonas responsável por estabelecer normas relacionadas ao ensino, pesquisa e extensão?","
Resposta: O Conselho de Ensino, Pesquisa e Extensão (CEP) é a instância da Universidade Federal do Amazonas responsável por estabelecer normas relacionadas ao ensino, pesquisa e extensão."
Pergunta: Quais são os departamentos responsáveis por serviços relacionados à graduação na Universidade Federal do Amazonas?,"
Resposta: Os departamentos responsáveis por serviços relacionados à graduação na Universidade Federal do Amazonas são o Departamento de Apoio ao Ensino (DAE), o Departamento de Programas Acadêmicos (DPA), o Departamento de Legislação e Normas, o Departamento de Registro Acadêmico (DRA) e a Coordenação de Orientação Acadêmica (COA)."
"Pergunta: Qual é a legislação da Universidade Federal do Amazonas que aborda o uso de equipamentos de digitalização, como scanners, para o armazenamento e compartilhamento de documentos?","
Resposta: A Resolução nº 008/2014 do Conselho Universitário da UFAM dispõe sobre a Política de Segurança da Informação e Comunicações no âmbito da instituição, estabelecendo diretrizes para o uso adequado de equipamentos como scanners, visando a proteção e integridade dos dados institucionais."
Pergunta: Qual a finalidade da resolução mencionada no texto em relação aos tempos de duração dos cursos de graduação na Universidade Federal do Amazonas?,"
Resposta: A finalidade da resolução é padronizar os mecanismos de mensuração dos tempos dos cursos de graduação na Universidade Federal do Amazonas, estabelecendo os tempos mínimos de duração dos cursos e garantindo um tempo máximo para conclusão, conforme as orientações contidas no documento."
Pergunta: Qual é a principal determinação do decreto em relação à inclusão da Língua Brasileira de Sinais (Libras) na educação superior?,"
Resposta: O decreto estabelece que as instituições de ensino superior devem incluir a disciplina de Libras nos cursos de formação de professores, garantindo a capacitação para o uso e o ensino da língua por docentes, visando atender às necessidades educacionais dos alunos surdos."
Qual é a finalidade da Carta de Serviços ao Usuário da Universidade Federal do Amazonas?,"
A Carta de Serviços ao Usuário tem como objetivo informar sobre os serviços oferecidos pela instituição, formas de acesso, qualidade do atendimento público e como esses serviços podem ser solicitados pelos usuários. Ela visa facilitar o acesso dos alunos, professores e técnicos a informações necessárias para a realização de processos acadêmicos."
Qual é o objetivo da carta de serviços ao usuário da Universidade Federal do Amazonas?,"
A carta de serviços ao usuário da Universidade Federal do Amazonas tem como objetivo informar os usuários sobre os serviços prestados pela instituição, formas de acesso, compromissos e padrões de qualidade no atendimento público."
"Pergunta: Quais são os critérios estabelecidos para o aproveitamento de estudos de disciplinas cursadas em outras instituições de ensino superior, conforme a Resolução do Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas?","
Resposta: Os critérios para aproveitamento de estudos são baseados na densidade, qualidade e adequação dos estudos realizados, considerando a identificação da carga horária da disciplina de origem, a qualidade do conteúdo programático e a adequação aos objetivos da disciplina na Universidade Federal do Amazonas."
Pergunta: O que proíbe a portaria no âmbito da Universidade Federal do Amazonas em relação aos alunos e suas turmas?,"
Resposta: A portaria da Universidade Federal do Amazonas proíbe oficialmente a inclusão de alunos em qualquer trabalho acadêmico ou escolar que tenha sido realizado sem registro formal, sendo nulo. Além disso, a portaria também proíbe a participação de alunos em turmas funcionalmente claras."
"Pergunta: Qual o prazo estabelecido para a revisão dos exercícios escolares e da prova final, conforme a legislação da Universidade Federal do Amazonas?","
Resposta: Segundo a resolução mencionada, os discentes têm o prazo de até seis dias após a aplicação das provas finais para solicitar a revisão dos exercícios escolares e prova final. A análise do pedido de revisão deve ser realizada em até cinco dias após a solicitação."
"Pergunta: Quais são os documentos necessários para ocupar uma vaga em um curso na Universidade Federal do Amazonas, de acordo com a legislação mencionada?","
Resposta: Os documentos necessários são diploma ou certificado de conclusão do ensino médio, CPF, e outros documentos relacionados registrados pela Secretaria de Educação do estado. Além disso, é preciso estar inscrito no processo seletivo e obedecer às datas e critérios estabelecidos pelo programa do curso desejado."
**Pergunta:** Quais são os órgãos colegiados da Universidade Federal do Amazonas responsáveis por deliberar sobre assuntos acadêmicos e administrativos?,"
**Resposta:** Os órgãos colegiados da Universidade Federal do Amazonas responsáveis por deliberar sobre assuntos acadêmicos e administrativos são o Conselho Universitário (CONSUNI), a Congregação de cada unidade acadêmica e o Conselho de Ensino, Pesquisa e Extensão (CONSEPE). Esses órgãos possuem atribuições específicas previstas no Regimento Geral da instituição."
Pergunta: Quais são os principais documentos necessários para solicitar afinidade de curso na Universidade Federal do Amazonas?,"
Resposta: Os documentos necessários para solicitar afinidade de curso na UFAM incluem requerimento, matriz curricular do curso de origem, ementas das disciplinas cursadas, histórico escolar original atualizado e outros documentos que comprovem a afinidade entre os cursos."
Qual é a finalidade da Universidade Federal do Amazonas?,"A finalidade da Universidade Federal do Amazonas é cultivar o saber em todos os campos do conhecimento, formar profissionais qualificados para atuar na sociedade, promover a pesquisa científica, contribuir para o desenvolvimento tecnológico e cultural, além de manter um compromisso com a realidade amazônica e os povos indígenas."
Pergunta: Qual é o objetivo da resolução que regulamenta o Programa de Trabalho Voluntário na Universidade Federal do Amazonas?,"
Resposta: O objetivo da resolução é estabelecer as diretrizes e procedimentos para a prestação de trabalho voluntário na Universidade Federal do Amazonas, visando promover a colaboração de pessoas físicas interessadas em contribuir com atividades educacionais e culturais sem vínculo trabalhista."
Pergunta: Qual é o órgão responsável por regulamentar as atividades complementares nos cursos de graduação da Universidade Federal do Amazonas?,"
Resposta: A regulamentação das atividades complementares nos cursos de graduação da Universidade Federal do Amazonas é feita pela Câmara de Ensino de Graduação, conforme estabelecido na resolução específica e no regimento interno da universidade."
Pergunta: Quais são os procedimentos administrativos necessários para a oferta de disciplinas em períodos especiais na Universidade Federal do Amazonas?,"
Resposta: Os procedimentos incluem a solicitação formal da oferta da disciplina pela coordenação do curso, indicando o professor responsável e demais informações através do sistema acadêmico vigente, como código, carga horária, horário, vagas, local de realização e datas. A matrícula é realizada pelo coordenador do curso no sistema acadêmico dentro do prazo estabelecido no calendário acadêmico."
Pergunta: Quais são os principais departamentos responsáveis pelos processos administrativos acadêmicos na Universidade Federal do Amazonas?,"
Resposta: Os principais departamentos responsáveis pelos processos administrativos acadêmicos na Universidade Federal do Amazonas são o Departamento de Registro Acadêmico, o Departamento de Legislação e Normas, o Departamento de Apoio ao Ensino, o Departamento de Programas Acadêmicos e a Coordenação de Orientação Acadêmica."
Pergunta: Quais são os principais departamentos responsáveis por serviços relacionados à graduação na Universidade Federal do Amazonas?,"
Resposta: Os principais departamentos responsáveis pelos serviços relacionados à graduação na Universidade Federal do Amazonas são: Departamento de Registro Acadêmico, Departamento de Legislação e Normas, Departamento de Apoio ao Ensino, Departamento de Programas Acadêmicos, Coordenação de Orientação Acadêmica, Coordenação de Matrícula e Coordenação de Registro e Controle."
Pergunta: O que a legislação da Universidade Federal do Amazonas determina em relação à participação dos alunos em turmas de ensino?,"
Resposta: A legislação da Universidade Federal do Amazonas proíbe oficialmente a inclusão de alunos em turmas de ensino, considerando nulo qualquer trabalho acadêmico realizado por eles. Exceções podem ser feitas mediante recurso comprovado de erro ou em casos excepcionais como segunda chamada antes da data estabelecida."
Pergunta: O que estabelece o artigo XIV do Estatuto da Universidade Federal do Amazonas em relação ao trote acadêmico?,"
Resposta: O artigo XIV do Estatuto da Universidade Federal do Amazonas determina que qualquer ato de trote acadêmico que viole a integridade física, moral ou represente risco de vida dos ingressantes na universidade é proibido e passível de punição, visando garantir um ambiente acadêmico seguro e saudável."
"Pergunta: Quais são os documentos necessários para ocupar uma vaga em um curso da Universidade Federal do Amazonas, de acordo com a legislação mencionada?","
Resposta: Os documentos necessários para ocupar uma vaga em um curso da Universidade Federal do Amazonas incluem diploma ou certidão de conclusão do ensino médio, CPF, histórico escolar, documentos pessoais atualizados e registrados na Secretaria de Educação do Estado, entre outros requisitos exigidos pela instituição."
Pergunta: O que regulamenta as atividades complementares nos cursos de graduação da Universidade Federal do Amazonas?,"
Resposta: As atividades complementares nos cursos de graduação da Universidade Federal do Amazonas são regulamentadas pela Resolução n° X, que estabelece critérios e modalidades para o cumprimento dessas atividades, como participação em eventos acadêmicos, projetos de pesquisa e outras atividades relacionadas ao ensino, pesquisa e extensão."
Pergunta: Qual é a finalidade da autorização concedida à sociedade VRG Linhas Aéreas S.A. pela Agência Nacional de Aviação Civil?,"
Resposta: A autorização concedida à sociedade VRG Linhas Aéreas S.A. pela Agência Nacional de Aviação Civil tem como finalidade permitir o funcionamento jurídico da empresa para prestação de serviços de transporte aéreo regular de passageiros, carga e mala postal pelo prazo de doze meses, conforme decisão publicada."
Pergunta: Quais são os procedimentos necessários para a oferta de disciplinas em períodos especiais na Universidade Federal do Amazonas?,"
Resposta: Os procedimentos para a oferta de disciplinas em períodos especiais na UFAM incluem solicitação feita pela coordenação do curso, adoção de documentos específicos, preenchimento no sistema acadêmico vigente com informações como carga horária e vagas disponíveis, indicação do local e professor responsável, além da matrícula realizada pelo coordenador do curso dentro do prazo estabelecido."
Pergunta: Quais são as medidas tomadas pela Universidade Federal do Amazonas em relação ao desempenho dos estudantes do ensino médio situados no interior do estado?,"
Resposta: A UFAM estabeleceu que haverá um acréscimo estadual nas notas dos candidatos provenientes do ensino médio do interior do Amazonas a cada ano, levando em consideração o coeficiente estadual calculado com base nas médias obtidas nos anos anteriores. Essa medida visa promover a igualdade de oportunidades e incentivar o desenvolvimento acadêmico desses estudantes."
Pergunta: O que a legislação da Universidade Federal do Amazonas proíbe em relação à participação dos alunos em turmas?,"
Resposta: A legislação da Universidade Federal do Amazonas proíbe oficialmente a inclusão de alunos nas turmas considerando qualquer trabalho acadêmico ou escolar realizado, salvo em casos excepcionais comprovados de erro no registro."
Pergunta: O que regulamenta as atividades complementares nos cursos de graduação da Universidade Federal do Amazonas?,"
Resposta: As atividades complementares nos cursos de graduação da Universidade Federal do Amazonas são regulamentadas pela Resolução n° X, aprovada pela Câmara de Ensino de Graduação, e incluem modalidades como extensão, pesquisa, participação em eventos acadêmicos e outras formas de enriquecimento curricular."
Pergunta: Qual é o órgão responsável por conferir o reconhecimento e validar os diplomas dos cursos superiores da Universidade Federal Santa Maria?,"
Resposta: O reconhecimento e validação dos diplomas dos cursos superiores da Universidade Federal Santa Maria são conferidos pelo Conselho Profissional competente, de acordo com a legislação vigente."
Qual a composição do Conselho Universitário da Universidade Federal do Amazonas?,"O Conselho Universitário é composto por representantes dos diversos segmentos da comunidade universitária, incluindo membros da administração superior, professores, técnicos administrativos e estudantes. A presidência do Conselho Universitário é exercida pelo Reitor da instituição."
Pergunta: Qual é o prazo estabelecido para que os professores entreguem as notas dos exercícios escolares e das provas finais na Universidade Federal do Amazonas?,"
Resposta: Os professores devem entregar as notas dos exercícios escolares e das provas finais até três dias após a aplicação das provas finais, com o objetivo de que as notas sejam lançadas no portal do professor conforme o calendário acadêmico estabelecido."
"Pergunta: Qual o órgão responsável por aprovar a média mínima para obtenção do conceito ""aprovado"" no contexto da legislação da Universidade Federal do Amazonas?","
Resposta: O Conselho de Ensino, Pesquisa e Extensão é o órgão responsável por aprovar a média final mínima necessária para obter o conceito de ""aprovado"", conforme estabelecido na legislação da Universidade Federal do Amazonas."
Pergunta: O que regula as atividades complementares dos cursos de graduação da Universidade Federal do Amazonas?,"
Resposta: As atividades complementares dos cursos de graduação da Universidade Federal do Amazonas são regulamentadas pela Resolução n° X, aprovada pela Câmara de Ensino de Graduação da universidade, abrangendo atividades relacionadas ao ensino, pesquisa e extensão, com critérios específicos para avaliação e validação."
Pergunta: Qual decisão foi tomada pelo Conselho da Universidade Amazonas em relação ao Programa Especial de Treinamento (PET)?,"
Resposta: O Conselho da Universidade Amazonas decidiu extinguir o Programa Especial de Treinamento (PET) considerando custos financeiros e resultados insatisfatórios, apesar de reconhecer a importância do programa na formação de profissionais qualificados."
"Pergunta: Qual é o prazo estabelecido para a entrega dos exercícios escolares e provas finais pelos docentes de uma disciplina, de acordo com a resolução mencionada?","
Resposta: Conforme a resolução mencionada, os docentes devem entregar todos os exercícios escolares e provas finais corrigidos aos discentes em até 2 dias após a aplicação das provas finais, visando que as notas sejam lançadas no portal do professor conforme o calendário acadêmico previsto."
Qual é o objetivo da carta de serviços do usuário da Universidade Federal do Amazonas?,"
A carta de serviços do usuário da Universidade Federal do Amazonas tem como objetivo informar os usuários sobre os serviços prestados pela instituição, formas de acesso a esses serviços e os compromissos com a qualidade no atendimento ao público."
Pergunta: Quais são os princípios que norteiam a formação inicial e continuada dos profissionais do magistério de acordo com a legislação mencionada?,"
Resposta: Os princípios que norteiam a formação inicial e continuada dos profissionais do magistério incluem sólida formação teórica, trabalho coletivo, compromisso social, valorização profissional, gestão democrática, interdisciplinaridade, diálogo constante, respeito à diversidade e qualidade educacional."
Qual é a estrutura de administração superior da Universidade Federal do Amazonas?,"
A administração superior da UFAM é composta pelo Conselho Universitário, Conselho de Administração, Conselho de Ensino, Pesquisa e Extensão, e pela Reitoria. O funcionamento desses órgãos é disciplinado pelo Regimento Geral da universidade."
Pergunta: Quais são os princípios que devem nortear a educação nacional de acordo com a legislação apresentada?,"
Resposta: Os princípios que devem nortear a educação nacional são: igualdade de condições de acesso e permanência na escola, liberdade de aprender, ensinar, pesquisar e divulgar cultura, pluralismo de ideias e concepções, respeito à liberdade e tolerância, valorização profissional da educação escolar, gestão democrática do ensino público, garantia de padrão de qualidade e vinculação da educação escolar ao mundo do trabalho e às práticas sociais."
"Qual é o procedimento estabelecido pela Portaria do Ministério da Educação para denúncias de supostas fraudes no uso das cotas para pretos, pardos e indígenas na Universidade Federal do Amazonas?","
O procedimento determina que as denúncias devem ser formalmente enviadas ao departamento de registro acadêmico, o discente denunciado será convocado para um processo administrativo e submetido à verificação da autodeclaração por uma comissão composta por pelo menos três membros. Em caso de ausência injustificada do discente, sua matrícula pode ser cancelada."
"Pergunta: Qual é a principal responsabilidade do coordenador de curso de graduação, de acordo com a resolução mencionada?","
Resposta: O coordenador de curso de graduação é responsável por fazer a oferta de todas as disciplinas obrigatórias e optativas para cada período letivo, sugerir dias e horários para realização das aulas, bem como propor nome de professores. Após análise e concordância do chefe acadêmico, ele faz a alocação dos professores e libera as disciplinas para matrícula via sistema integrado de ensino."
Qual é a finalidade principal da Universidade Federal do Amazonas? ,"A finalidade principal da Universidade Federal do Amazonas é cultivar o saber em todos os campos do conhecimento, promover a formação de profissionais qualificados, contribuir para o desenvolvimento da ciência e tecnologia, além de manter um compromisso com a realidade amazônica e os povos indígenas."
Qual é o órgão responsável por aprovar as normas curriculares dos cursos superiores na Universidade Federal do Amazonas? ,"
O Conselho de Ensino e Pesquisa da Universidade Federal do Amazonas é o órgão responsável por aprovar as normas curriculares dos cursos superiores, conforme estabelecido no documento mencionado."
Qual é o objetivo do Programa de Mobilidade Estudantil entre campi da Universidade Federal do Amazonas? ,"
O objetivo do programa é promover a mobilidade de estudantes de graduação entre diferentes instituições de ensino superior, exceto as federais, visando beneficiar categorias como aluno visitante, aluno mobilidade interna e aluno visitante de outras instituições públicas."
"Pergunta: Qual é o limite máximo de créditos que um aluno da Universidade do Amazonas pode cursar, de acordo com a resolução mencionada?","
Resposta: O limite máximo de créditos que um aluno da Universidade do Amazonas pode cursar, de acordo com a resolução mencionada, é de vinte e cinco cento no total."
Pergunta: Qual é o objetivo da chamada pública nº X da Universidade Federal do Amazonas em relação ao credenciamento de agentes de integração?,"
Resposta: O objetivo da chamada pública nº X é viabilizar a concessão de estágio obrigatório para os estudantes dos cursos de graduação da instituição, em conformidade com a lei e as diretrizes estabelecidas, por meio do credenciamento de agentes de integração que irão auxiliar no processo de encaminhamento e acompanhamento dos alunos durante o estágio."
"Pergunta: Quais são os critérios básicos estabelecidos para o aproveitamento de estudos de disciplinas cursadas em outras instituições de educação superior, segundo a resolução do Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas?","
Resposta: Os critérios básicos para o aproveitamento de estudos são densidade (identificação da carga horária da disciplina), qualidade (identificação do conteúdo programático) e adequação (identificação dos objetivos) das disciplinas de origem em relação às disciplinas da Universidade Federal do Amazonas."
Qual é o objetivo do Programa de Mobilidade Estudantil da Universidade Federal do Amazonas? ,"O objetivo do Programa de Mobilidade Estudantil da Universidade Federal do Amazonas é proporcionar a mobilidade de estudantes de graduação entre diferentes instituições de ensino superior, permitindo vivências acadêmicas em novos ambientes e contribuindo para o aprendizado através de novas metodologias de ensino."
Pergunta: Quais são os requisitos para uma pessoa física estrangeira participar do Programa de Trabalho Voluntário na Universidade Federal do Amazonas?,"
Resposta: A pessoa física estrangeira interessada em participar do Programa de Trabalho Voluntário na Universidade Federal do Amazonas deve ser maior de idade, capaz, devidamente habilitada e apresentar um plano de trabalho aprovado pela instituição, contendo sua qualificação, objetivos e atividades propostas a serem realizadas voluntariamente."
Pergunta: Qual é a finalidade do Programa de Educação Tutorial (PET) conforme a legislação descrita?,"
Resposta: O PET tem como finalidade desenvolver atividades acadêmicas de qualidade e excelência, orientadas pelos princípios do ensino, pesquisa e extensão, visando contribuir para a formação acadêmica dos alunos de graduação, estimular a formação de profissionais qualificados e propor novas estratégias para o ensino superior."
Qual é a decisão da Agência Nacional de Aviação Civil mencionada no conteúdo fornecido?,"A decisão da ANAC mencionada no texto autoriza o funcionamento jurídico da sociedade VRG Linhas Aéreas S.A. para prestação de serviços de transporte aéreo regular de passageiros, carga e mala postal pelo prazo de doze meses, sujeita ao cumprimento de diversas obrigações e exigências legais."
